4.2929114,6.0289616,6.0333223
4.1786037,5.8667094,6.0094472
4.0538855,5.7123157,5.9854768
3.9192968,5.5664368,5.9649701
3.7762658,5.4288074,5.9834795
3.6263314,5.2987383,6.0488568
3.4708962,5.1752921,6.1552686
3.3112027,5.0573901,6.2993224
3.1483752,4.9438607,6.4397008
2.9834037,4.8334370,6.5760011
2.8172553,4.7248400,6.7084806
2.6507785,4.6167224,6.7186172
2.4848289,4.5077422,6.4129586
2.3203687,4.3966319,6.1355399
2.1582556,4.2820723,5.8827813
1.9995029,4.1628555,5.6517382
1.8452994,4.0379134,5.4398282
1.6968166,3.9061731,5.2450739
1.5554871,3.7667821,5.0664122
1.4229219,3.6190767,4.9018642
1.3008489,3.4625686,4.7522615
1.1912882,3.2971046,4.6207222
1.0964398,3.1227508,4.5082047
1.0187558,2.9401439,4.4206117
0.9608480,2.7504177,4.3694671
0.9253628,2.5551362,4.3491164
0.9145485,2.3571433,4.3319060
0.9287656,2.1592799,4.3146269
0.9662235,1.9644859,4.3405945
1.0251856,1.7750576,4.3868335
1.1037479,1.5928011,4.4501268
1.1996578,1.4191525,4.5322124
1.3108573,1.2547731,4.6304990
1.4355155,1.1002986,4.7360628
1.5720896,0.9563907,4.8388054
1.7193578,0.8232904,4.9401876
1.8760011,0.7013734,5.0387827
2.0408693,0.5909026,5.1326331
2.2129644,0.4919771,5.2233961
2.3912183,0.4046823,5.3115444
2.5747021,0.3289582,5.3982833
2.7624941,0.2646885,5.4846396
2.9537646,0.2116743,5.5708431
3.1477789,0.1696463,5.6577870
3.3437617,0.1383125,5.7457319
3.5411400,0.1173281,5.8344572
3.7393563,0.1063522,5.9237490
3.9378132,0.1050537,6.0127583
4.1361499,0.1130914,6.1014136
4.3339347,0.1301067,6.1904898
4.5307349,0.1557302,6.2797878
4.7263222,0.1896290,6.3689855
4.9203633,0.2314858,6.4570014
5.1125596,0.2809992,6.5434335
5.3027287,0.3379069,6.6281622
5.4906114,0.4019380,6.7109484
5.6759956,0.4728654,6.7907296
5.8586834,0.5504964,6.8669820
6.0384511,0.6346527,6.9388825
6.2151092,0.7251860,7.0062331
6.3884292,0.8219391,7.0689700
6.5582080,0.9247770,7.1268795
6.7242475,1.0335770,7.1799046
6.8863068,1.1482003,7.2279078
7.0441725,1.2685419,7.2703202
7.1976221,1.3944683,7.3081787
7.3464617,1.5258078,7.3427670
7.4905675,1.6623340,7.3779724
7.6298461,1.8037624,7.4156689
7.7642573,1.9498390,7.4560538
7.8937127,2.1003282,7.4968485
8.0180438,2.2550550,7.5335755
8.1371124,2.4138895,7.5655776
8.2508566,2.5765816,7.5997600
8.3592146,2.7428802,7.6347159
8.4621464,2.9126156,7.6693939
8.5595443,3.0855812,7.7020596
8.6512507,3.2616187,7.7297073
8.7371078,3.4405963,7.7517446
8.8170027,3.6223110,7.7719259
8.8908538,3.8065543,7.7220754
8.9585786,3.9931449,7.6373958
9.0200313,4.1818885,7.5498950
9.0750720,4.3726067,7.4591229
9.1235643,4.5650895,7.3646387
9.1653890,4.7591218,7.2653005
9.2004177,4.9545150,7.1616195
9.2285019,5.1510100,7.0535911
9.2495069,5.3483746,6.9405542
9.2632944,5.5464144,6.8223386
9.2696830,5.7447967,6.6991947
9.2684276,5.9432641,6.5743651
9.2592477,6.1415811,6.4480316
9.2418482,6.3392908,6.3212084
9.2158880,6.5360622,6.1990751
9.1808775,6.7314908,6.0843385
9.1362987,6.9248892,5.9759856
9.0816610,7.1156999,5.8692404
9.0166413,7.3032747,5.7616743
8.9410754,7.4867963,5.6541553
8.8547576,7.6655380,5.5447786
8.7576063,7.8386302,5.4333172
8.6496343,8.0051794,5.3189194
8.5309410,8.1642798,5.1988272
8.4017546,8.3149161,5.0720284
8.2622481,8.4561348,4.9374445
8.1127833,8.5866980,4.7966838
7.9537718,8.7053831,4.6479051
7.7856829,8.8108986,4.4877135
7.6091230,8.9015719,4.3523800
7.4246051,8.9743964,4.2850284
7.2328248,9.0258612,4.2261326
7.0366359,9.0551966,4.1319214
6.8384864,9.0625584,4.0083024
6.6406115,9.0471632,3.9747444
6.4473427,9.0034046,3.9590155
6.2626118,8.9310295,3.9432239
6.0884708,8.8357151,4.0360761
5.9262848,8.7216198,4.1553361
5.7759845,8.5920545,4.3004982
5.6372093,8.4502788,4.4723217
5.5092035,8.2986706,4.6547473
5.3910103,8.1390725,4.8474919
5.2818680,7.9733962,5.0413596
5.1805383,7.8026561,5.2265832
5.0859883,7.6280616,5.4040628
4.9970333,7.4505870,5.5745490
4.9123098,7.2710414,5.7386755
4.8303327,7.0902921,5.8969834
4.7493546,6.9090187,6.0499392
4.6675519,6.7281690,6.1979486
4.5829362,6.5486091,6.3413670
4.4935308,6.3713955,6.4805083
4.3974343,6.1977177,6.5744162
4.2929114,6.0289616,6.0333223
